"","SPY.Open","SPY.High","SPY.Low","SPY.Close","SPY.Volume","SPY.Adjusted"
"2013-03-04",151.759994506836,152.919998168945,151.520004272461,152.919998168945,99010200,122.446884155273
"2013-03-05",153.660003662109,154.699996948242,153.639999389648,154.289993286133,121431900,123.543815612793
"2013-03-06",154.839996337891,154.919998168945,154.160003662109,154.5,94469900,123.712020874023
"2013-03-07",154.699996948242,154.979995727539,154.520004272461,154.779998779297,86101400,123.936233520508
"2013-03-08",155.460006713867,155.649993896484,154.660003662109,155.440002441406,123477800,124.464668273926
"2013-03-11",155.320007324219,156.039993286133,155.130004882812,156.029998779297,83746800,124.93709564209
"2013-03-12",155.919998168945,156.100006103516,155.210006713867,155.679992675781,105755800,124.656837463379
"2013-03-13",155.759994506836,156.119995117188,155.229995727539,155.899993896484,92550900,124.833015441895
"2013-03-14",156.309997558594,156.800003051758,155.910003662109,156.729995727539,126329900,125.497627258301
"2013-03-15",155.850006103516,156.039993286133,155.309997558594,155.830001831055,138601100,125.331939697266
"2013-03-18",154.339996337891,155.639999389648,154.199996948242,154.970001220703,126704300,124.64022064209
"2013-03-19",155.300003051758,155.509994506836,153.589996337891,154.610000610352,167567300,124.350692749023
"2013-03-20",155.520004272461,155.949996948242,155.259994506836,155.690002441406,113759300,125.219345092773
"2013-03-21",154.759994506836,155.639999389648,154.100006103516,154.360000610352,128605000,124.149612426758
"2013-03-22",154.850006103516,155.600006103516,154.729995727539,155.600006103516,111163600,125.146957397461
"2013-03-25",156.009994506836,156.270004272461,154.350006103516,154.949996948242,151322300,124.624137878418
"2013-03-26",155.589996337891,156.229995727539,155.419998168945,156.190002441406,86856600,125.62149810791
"2013-03-27",155.259994506836,156.240005493164,155,156.190002441406,99950600,125.62149810791
"2013-03-28",156.089996337891,156.850006103516,155.75,156.669998168945,102932800,126.007507324219
"2013-04-01",156.589996337891,156.910003662109,155.669998168945,156.050003051758,99194100,125.508895874023
"2013-04-02",156.610000610352,157.210006713867,156.369995117188,156.820007324219,101504300,126.12816619873
"2013-04-03",156.910003662109,157.029998779297,154.820007324219,155.229995727539,154167400,124.849380493164
"2013-04-04",155.429992675781,156.169998168945,155.089996337891,155.860000610352,131885000,125.356101989746
"2013-04-05",153.949996948242,155.350006103516,153.770004272461,155.160003662109,159666000,124.793060302734
"2013-04-08",155.270004272461,156.220001220703,154.75,156.210006713867,86571200,125.637542724609
"2013-04-09",156.5,157.320007324219,155.979995727539,156.75,101922200,126.071853637695
"2013-04-10",157.169998168945,158.869995117188,157.130004882812,158.669998168945,135711100,127.616104125977
"2013-04-11",158.699996948242,159.710006713867,158.539993286133,159.190002441406,110142500,128.034317016602
"2013-04-12",158.679992675781,159.039993286133,157.919998168945,158.800003051758,116359900,127.720695495605
"2013-04-15",158,158.130004882812,155.100006103516,155.119995117188,217259000,124.760902404785
"2013-04-16",156.289993286133,157.490005493164,155.910003662109,157.410003662109,147507800,126.602729797363
"2013-04-17",156.289993286133,156.320007324219,154.279998779297,155.110000610352,226834800,124.752830505371
"2013-04-18",155.369995117188,155.410003662109,153.550003051758,154.139999389648,167583200,123.972671508789
"2013-04-19",154.5,155.550003051758,154.119995117188,155.479995727539,149687600,125.050407409668
"2013-04-22",155.779998779297,156.539993286133,154.75,156.169998168945,106553500,125.605400085449
"2013-04-23",156.949996948242,157.929992675781,156.169998168945,157.779998779297,166141300,126.900268554688
"2013-04-24",157.830001831055,158.300003051758,157.539993286133,157.880004882812,96781200,126.980743408203
"2013-04-25",158.339996337891,159.270004272461,158.100006103516,158.520004272461,131060600,127.495491027832
"2013-04-26",158.330001831055,158.600006103516,157.729995727539,158.240005493164,95918800,127.270286560059
"2013-04-29",158.669998168945,159.649993896484,158.419998168945,159.300003051758,88572800,128.122787475586
"2013-04-30",159.270004272461,159.720001220703,158.610000610352,159.679992675781,116010700,128.428482055664
"2013-05-01",159.330001831055,159.410003662109,158.100006103516,158.279998779297,138874200,127.302444458008
"2013-05-02",158.679992675781,159.889999389648,158.529998779297,159.75,96407600,128.484725952148
"2013-05-03",161.139999389648,161.880004882812,159.779998779297,161.369995117188,144202300,129.787673950195
"2013-05-06",161.490005493164,162.009994506836,161.419998168945,161.779998779297,66882100,130.117446899414
"2013-05-07",162.130004882812,162.649993896484,161.669998168945,162.600006103516,90359200,130.776977539062
"2013-05-08",162.419998168945,163.389999389648,162.330001831055,163.339996337891,97419200,131.372116088867
"2013-05-09",163.270004272461,163.699996948242,162.470001220703,162.880004882812,106738600,131.002136230469
"2013-05-10",162.990005493164,163.550003051758,162.509994506836,163.410003662109,103203000,131.428436279297
"2013-05-13",163.199996948242,163.809997558594,162.820007324219,163.539993286133,81843200,131.532989501953
"2013-05-14",163.669998168945,165.350006103516,163.669998168945,165.229995727539,119000900,132.892227172852
"2013-05-15",164.960006713867,166.449996948242,164.910003662109,166.119995117188,120718500,133.608001708984
"2013-05-16",165.779998779297,166.360000610352,165.089996337891,165.339996337891,109913600,132.980697631836
"2013-05-17",165.949996948242,167.039993286133,165.729995727539,166.940002441406,129801000,134.267562866211
"2013-05-20",166.779998779297,167.580001831055,166.610000610352,166.929992675781,85071200,134.259490966797
"2013-05-21",167.080001831055,167.800003051758,166.5,167.169998168945,95804200,134.452499389648
"2013-05-22",167.339996337891,169.070007324219,165.169998168945,165.929992675781,244031800,133.455215454102
"2013-05-23",164.160003662109,165.910003662109,163.940002441406,165.449996948242,211064400,133.069137573242
"2013-05-24",164.470001220703,165.380004882812,163.979995727539,165.309997558594,151573900,132.956512451172
"2013-05-28",167.039993286133,167.779998779297,165.809997558594,166.300003051758,143679800,133.75276184082
"2013-05-29",165.419998168945,165.800003051758,164.339996337891,165.220001220703,160363400,132.884155273438
"2013-05-30",165.350006103516,166.589996337891,165.220001220703,165.830001831055,107793800,133.374801635742
"2013-05-31",165.369995117188,166.309997558594,163.130004882812,163.449996948242,176850100,131.460601806641
"2013-06-03",163.830001831055,164.460006713867,162.660003662109,164.350006103516,168390700,132.184417724609
"2013-06-04",164.440002441406,165.100006103516,162.729995727539,163.559997558594,157631500,131.549072265625
"2013-06-05",163.089996337891,163.419998168945,161.130004882812,161.270004272461,211737800,129.707214355469
"2013-06-06",161.199996948242,162.740005493164,160.25,162.729995727539,200225500,130.881469726562
"2013-06-07",163.850006103516,164.949996948242,163.139999389648,164.800003051758,188337800,132.546447753906
"2013-06-10",165.309997558594,165.399993896484,164.369995117188,164.800003051758,105667100,132.546447753906
"2013-06-11",163.300003051758,164.539993286133,162.740005493164,163.100006103516,159505400,131.179092407227
"2013-06-12",164.220001220703,164.389999389648,161.600006103516,161.75,177361500,130.09326171875
"2013-06-13",161.660003662109,164.5,161.300003051758,164.210006713867,163587800,132.071884155273
"2013-06-14",164.029998779297,164.669998168945,162.910003662109,163.179992675781,141197500,131.243423461914
"2013-06-17",164.289993286133,165.220001220703,163.220001220703,164.440002441406,136295600,132.2568359375
"2013-06-18",164.529998779297,165.990005493164,164.520004272461,165.740005493164,114695600,133.302398681641
"2013-06-19",165.600006103516,165.889999389648,163.380004882812,163.449996948242,206149500,131.460601806641
"2013-06-20",161.860000610352,163.470001220703,158.979995727539,159.399993896484,321255900,128.203231811523
"2013-06-21",159.639999389648,159.759994506836,157.470001220703,159.070007324219,271956800,128.614761352539
"2013-06-24",157.410003662109,158.429992675781,155.729995727539,157.059997558594,222329000,126.989601135254
"2013-06-25",158.479995727539,160.100006103516,157.419998168945,158.570007324219,162262200,128.210525512695
"2013-06-26",159.869995117188,160.5,159.25,160.139999389648,134848000,129.479949951172
"2013-06-27",161.100006103516,161.820007324219,160.949996948242,161.080001831055,129483700,130.239990234375
"2013-06-28",160.630004882812,161.399993896484,159.860000610352,160.419998168945,160402900,129.706329345703
"2013-07-01",161.259994506836,162.479995727539,161.080001831055,161.360000610352,131954800,130.466384887695
"2013-07-02",161.119995117188,162.300003051758,160.5,161.210006713867,154863700,130.34504699707
"2013-07-03",160.479995727539,161.770004272461,160.220001220703,161.279998779297,75216400,130.40168762207
"2013-07-05",162.470001220703,163.080001831055,161.300003051758,163.020004272461,122416900,131.808486938477
"2013-07-08",163.860000610352,164.389999389648,163.080001831055,163.949996948242,108092500,132.560409545898
"2013-07-09",164.979995727539,165.330001831055,164.270004272461,165.130004882812,119298000,133.514556884766
"2013-07-10",164.970001220703,165.75,164.630004882812,165.190002441406,121410100,133.563049316406
"2013-07-11",167.110000610352,167.610000610352,165.179992675781,167.440002441406,135592200,135.382293701172
"2013-07-12",167.389999389648,167.929992675781,167.130004882812,167.509994506836,104212700,135.438842773438
"2013-07-15",167.970001220703,168.389999389648,167.679992675781,168.149993896484,69450600,135.956359863281
"2013-07-16",168.259994506836,168.360000610352,167.070007324219,167.520004272461,88702100,135.446960449219
"2013-07-17",168.160003662109,168.479995727539,167.729995727539,167.949996948242,92873900,135.794662475586
"2013-07-18",168.309997558594,169.270004272461,168.199996948242,168.869995117188,103620100,136.538467407227
"2013-07-19",168.520004272461,169.229995727539,168.309997558594,169.169998168945,103831700,136.78108215332
"2013-07-22",169.410003662109,169.740005493164,169.009994506836,169.5,79428600,137.0478515625
"2013-07-23",169.800003051758,169.830001831055,169.050003051758,169.139999389648,80829700,136.756805419922
"2013-07-24",169.789993286133,169.860000610352,168.179992675781,168.520004272461,112914000,136.255523681641
"2013-07-25",168.220001220703,169.080001831055,167.940002441406,168.929992675781,111088600,136.587020874023
"2013-07-26",168.220001220703,169.160003662109,167.520004272461,169.110000610352,107814600,136.732559204102
"2013-07-29",168.679992675781,169.059997558594,168.110000610352,168.589996337891,79695000,136.312118530273
"2013-07-30",169.100006103516,169.279998779297,168.190002441406,168.589996337891,85209600,136.312118530273
"2013-07-31",168.940002441406,169.850006103516,168.490005493164,168.710006713867,142388700,136.409118652344
"2013-08-01",169.990005493164,170.809997558594,169.899993896484,170.660003662109,110438400,137.985794067383
"2013-08-02",170.279998779297,170.970001220703,170.050003051758,170.949996948242,91116700,138.220184326172
"2013-08-05",170.570007324219,170.960006713867,170.350006103516,170.699996948242,54072700,138.018127441406
"2013-08-06",170.369995117188,170.740005493164,169.350006103516,169.729995727539,87495000,137.233856201172
"2013-08-07",169.190002441406,169.429992675781,168.550003051758,169.179992675781,84854700,136.789123535156
"2013-08-08",169.979995727539,170.179992675781,168.929992675781,169.800003051758,102181300,137.290405273438
"2013-08-09",169.580001831055,170.100006103516,168.720001220703,169.309997558594,91757700,136.894256591797
"2013-08-12",168.460006713867,169.309997558594,168.380004882812,169.110000610352,68593300,136.732559204102
"2013-08-13",169.410003662109,169.899993896484,168.410003662109,169.610000610352,80806000,137.136825561523
"2013-08-14",169.529998779297,169.800003051758,168.699996948242,168.740005493164,79829200,136.43342590332
"2013-08-15",167.410003662109,167.429992675781,166.089996337891,166.380004882812,152931800,134.525207519531
"2013-08-16",166.059997558594,166.630004882812,165.5,165.830001831055,130868200,134.080535888672
"2013-08-19",165.639999389648,166.210006713867,164.759994506836,164.770004272461,96437600,133.223510742188
"2013-08-20",165.039993286133,166.199996948242,164.860000610352,165.580001831055,89294400,133.878372192383
"2013-08-21",165.119995117188,166.029998779297,164.190002441406,164.559997558594,159530500,133.053695678711
"2013-08-22",164.899993896484,166.300003051758,164.889999389648,166.059997558594,101471400,134.266494750977
"2013-08-23",166.550003051758,166.830001831055,165.770004272461,166.619995117188,90888900,134.719284057617
"2013-08-26",166.789993286133,167.300003051758,165.889999389648,166,89702100,134.217956542969
"2013-08-27",164.360000610352,166,163.210006713867,163.330001831055,158619400,132.059204101562
"2013-08-28",163.259994506836,164.490005493164,163.050003051758,163.910003662109,108113000,132.528137207031
"2013-08-29",163.550003051758,165.039993286133,163.399993896484,164.169998168945,119200500,132.738357543945
"2013-08-30",164.509994506836,164.529998779297,163.169998168945,163.649993896484,134928900,132.317840576172
"2013-09-03",165.229995727539,165.580001831055,163.699996948242,164.389999389648,142375100,132.916229248047
"2013-09-04",164.429992675781,166.029998779297,164.130004882812,165.75,97389400,134.015838623047
"2013-09-05",165.850006103516,166.399993896484,165.729995727539,165.960006713867,63090500,134.185623168945
"2013-09-06",166.509994506836,166.979995727539,164.479995727539,166.039993286133,159756500,134.250305175781
"2013-09-09",166.449996948242,167.729995727539,166.449996948242,167.630004882812,87559300,135.535888671875
"2013-09-10",168.639999389648,168.899993896484,168.259994506836,168.869995117188,105847200,136.538467407227
"2013-09-11",168.639999389648,169.399993896484,168.350006103516,169.399993896484,94545900,136.967010498047
"2013-09-12",169.339996337891,169.559997558594,168.720001220703,168.949996948242,83209000,136.60319519043
"2013-09-13",169.130004882812,169.460006713867,168.740005493164,169.330001831055,72727800,136.910446166992
"2013-09-16",171.160003662109,171.240005493164,170.039993286133,170.309997558594,106299200,137.702728271484
"2013-09-17",170.460006713867,171.110000610352,170.460006713867,171.070007324219,82523300,138.317306518555
"2013-09-18",171.009994506836,173.520004272461,170.580001831055,173.050003051758,203460600,139.918243408203
"2013-09-19",173.520004272461,173.600006103516,172.589996337891,172.759994506836,146616900,139.683731079102
"2013-09-20",172.330001831055,172.330001831055,170.580001831055,170.720001220703,132867100,138.707107543945
"2013-09-23",170.490005493164,170.649993896484,169.389999389648,169.929992675781,104616500,138.06526184082
"2013-09-24",169.899993896484,170.529998779297,169.210006713867,169.529998779297,106333100,137.740280151367
"2013-09-25",169.639999389648,169.979995727539,168.889999389648,169.039993286133,117306500,137.342163085938
"2013-09-26",169.320007324219,170.169998168945,169.050003051758,169.690002441406,77146900,137.87028503418
"2013-09-27",168.839996337891,169.139999389648,168.470001220703,168.910003662109,99141800,137.236511230469
"2013-09-30",167.479995727539,168.539993286133,167.149993896484,168.009994506836,143937000,136.505264282227
"2013-10-01",168.139999389648,169.5,167.970001220703,169.339996337891,127160000,137.585876464844
"2013-10-02",168.350006103516,169.339996337891,167.830001831055,169.179992675781,113350000,137.455902099609
"2013-10-03",168.789993286133,168.940002441406,166.839996337891,167.619995117188,176698000,136.188430786133
"2013-10-04",167.75,169.059997558594,167.529998779297,168.889999389648,96878000,137.220336914062
"2013-10-07",167.419998168945,168.449996948242,167.25,167.429992675781,96295000,136.034042358398
"2013-10-08",167.399993896484,167.619995117188,165.360000610352,165.479995727539,178015000,134.44970703125
"2013-10-09",165.800003051758,166.199996948242,164.529998779297,165.600006103516,168973000,134.547210693359
"2013-10-10",167.289993286133,169.259994506836,167.229995727539,169.169998168945,195955000,137.44775390625
"2013-10-11",168.910003662109,170.320007324219,168.770004272461,170.259994506836,105040000,138.333358764648
"2013-10-14",169.210006713867,171.080001831055,169.080001831055,170.940002441406,112106000,138.885879516602
"2013-10-15",170.509994506836,171.149993896484,169.470001220703,169.699996948242,155485000,137.878372192383
"2013-10-16",170.720001220703,172.160003662109,170.639999389648,172.070007324219,161676000,139.803955078125
"2013-10-17",171.369995117188,173.320007324219,171.339996337891,173.220001220703,129389000,140.738296508789
"2013-10-18",173.860000610352,174.509994506836,173.509994506836,174.389999389648,138316000,141.688949584961
"2013-10-21",174.449996948242,174.75,174.009994506836,174.399993896484,104104000,141.697082519531
"2013-10-22",174.910003662109,175.929992675781,174.429992675781,175.410003662109,126663000,142.517669677734
"2013-10-23",174.809997558594,174.889999389648,173.960006713867,174.570007324219,105484000,141.835159301758
"2013-10-24",174.919998168945,175.369995117188,174.509994506836,175.149993896484,70350000,142.30647277832
"2013-10-25",175.509994506836,176,175.169998168945,175.949996948242,93625000,142.956405639648
"2013-10-28",175.889999389648,176.470001220703,175.699996948242,176.229995727539,84979000,143.183883666992
"2013-10-29",176.630004882812,177.240005493164,176.380004882812,177.169998168945,87401000,143.94758605957
"2013-10-30",177.380004882812,177.509994506836,175.660003662109,176.289993286133,140002000,143.232681274414
"2013-10-31",176.149993896484,176.889999389648,175.529998779297,175.789993286133,133795000,142.826416015625
"2013-11-01",176.020004272461,176.610000610352,175.220001220703,176.210006713867,142805000,143.167663574219
"2013-11-04",176.690002441406,176.899993896484,175.979995727539,176.830001831055,85677000,143.671401977539
"2013-11-05",176.139999389648,176.75,175.570007324219,176.270004272461,85825000,143.216384887695
"2013-11-06",177.029998779297,177.5,176.539993286133,177.169998168945,87348000,143.94758605957
"2013-11-07",177.5,177.639999389648,174.759994506836,174.929992675781,1.57e+08,142.127685546875
"2013-11-08",174.869995117188,177.309997558594,174.850006103516,177.289993286133,136713000,144.045120239258
"2013-11-11",177.119995117188,177.529998779297,176.910003662109,177.320007324219,62614000,144.069488525391
"2013-11-12",176.940002441406,177.360000610352,176.369995117188,176.960006713867,83990000,143.77702331543
"2013-11-13",176.089996337891,178.429992675781,176.089996337891,178.380004882812,103844000,144.930740356445
"2013-11-14",178.539993286133,179.419998168945,178.25,179.270004272461,103435000,145.653869628906
"2013-11-15",179.559997558594,180.119995117188,179.330001831055,180.050003051758,102818000,146.28759765625
"2013-11-18",180.350006103516,180.5,179.020004272461,179.419998168945,104796000,145.775756835938
"2013-11-19",179.330001831055,179.869995117188,178.720001220703,179.029998779297,93891000,145.45881652832
"2013-11-20",179.389999389648,179.929992675781,177.979995727539,178.470001220703,124909000,145.003845214844
"2013-11-21",178.970001220703,180.050003051758,178.860000610352,179.910003662109,92841000,146.173873901367
"2013-11-22",179.979995727539,180.830001831055,179.770004272461,180.809997558594,81296000,146.905044555664
"2013-11-25",181.130004882812,181.169998168945,180.369995117188,180.630004882812,79486000,146.758880615234
"2013-11-26",180.720001220703,181.220001220703,180.410003662109,180.679992675781,86994000,146.799438476562
"2013-11-27",180.869995117188,181.240005493164,180.649993896484,181.119995117188,58800000,147.156967163086
"2013-11-29",181.320007324219,181.75,180.800003051758,181,55870900,147.059432983398
"2013-12-02",181.089996337891,181.429992675781,180.25,180.529998779297,99726000,146.67756652832
"2013-12-03",179.940002441406,180.389999389648,179.169998168945,179.75,116563000,146.043838500977
"2013-12-04",179.100006103516,180.479995727539,178.350006103516,179.729995727539,123033000,146.027603149414
"2013-12-05",179.410003662109,179.740005493164,178.770004272461,178.940002441406,106934000,145.385772705078
"2013-12-06",180.669998168945,181.110000610352,180.149993896484,180.940002441406,127728000,147.010650634766
"2013-12-09",181.470001220703,181.669998168945,181.160003662109,181.399993896484,70124000,147.384399414062
"2013-12-10",180.979995727539,181.360000610352,180.639999389648,180.75,80976000,146.856323242188
"2013-12-11",180.820007324219,180.850006103516,178.5,178.720001220703,130591000,145.206985473633
"2013-12-12",178.639999389648,178.860000610352,177.759994506836,178.130004882812,115565000,144.727630615234
"2013-12-13",178.5,178.660003662109,177.770004272461,178.110000610352,107808000,144.711349487305
"2013-12-16",178.949996948242,179.809997558594,178.899993896484,179.220001220703,96195000,145.613250732422
"2013-12-17",179.380004882812,179.410003662109,178.25,178.649993896484,89886000,145.150100708008
"2013-12-18",178.919998168945,181.729995727539,177.320007324219,181.699996948242,234906000,147.628189086914
"2013-12-19",181.179992675781,181.699996948242,180.710006713867,181.490005493164,136531200,147.457580566406
"2013-12-20",180.690002441406,181.990005493164,180.570007324219,181.559997558594,197087000,148.315292358398
"2013-12-23",182.449996948242,182.639999389648,182.070007324219,182.529998779297,85598000,149.107666015625
"2013-12-24",182.539993286133,183.009994506836,182.529998779297,182.929992675781,45368800,149.434463500977
"2013-12-26",183.339996337891,183.960006713867,183.320007324219,183.860000610352,63365000,150.194183349609
"2013-12-27",184.100006103516,184.179992675781,183.660003662109,183.850006103516,61814000,150.185943603516
"2013-12-30",183.869995117188,184.020004272461,183.580001831055,183.820007324219,56857000,150.16145324707
"2013-12-31",184.070007324219,184.690002441406,183.929992675781,184.690002441406,86119900,150.872222900391
"2014-01-02",183.979995727539,184.070007324219,182.479995727539,182.919998168945,119636900,149.426284790039
"2014-01-03",183.229995727539,183.600006103516,182.630004882812,182.889999389648,81390600,149.401794433594
"2014-01-06",183.490005493164,183.559997558594,182.080001831055,182.360000610352,108028200,148.968826293945
"2014-01-07",183.089996337891,183.789993286133,182.949996948242,183.479995727539,86144200,149.883728027344
"2014-01-08",183.449996948242,183.830001831055,182.889999389648,183.520004272461,96582300,149.916473388672
"2014-01-09",184.110000610352,184.130004882812,182.800003051758,183.639999389648,90683400,150.014419555664
"2014-01-10",183.949996948242,184.220001220703,183.009994506836,184.139999389648,102026400,150.422805786133
"2014-01-13",183.669998168945,184.179992675781,181.339996337891,181.690002441406,149892000,148.421463012695
"2014-01-14",182.289993286133,183.770004272461,181.949996948242,183.669998168945,105016100,150.03889465332
"2014-01-15",184.100006103516,184.940002441406,183.710006713867,184.660003662109,98525800,150.847671508789
"2014-01-16",184.279998779297,184.660003662109,183.830001831055,184.419998168945,72290600,150.651672363281
"2014-01-17",184.100006103516,184.449996948242,183.320007324219,183.639999389648,107848700,150.014419555664
"2014-01-21",184.699996948242,184.770004272461,183.050003051758,184.179992675781,88621200,150.45556640625
"2014-01-22",184.490005493164,184.570007324219,183.910003662109,184.300003051758,61270900,150.553573608398
"2014-01-23",183.369995117188,183.399993896484,181.820007324219,182.789993286133,132496900,149.320083618164
"2014-01-24",181.600006103516,181.660003662109,178.830001831055,178.889999389648,208677100,146.134216308594
"2014-01-27",179.059997558594,179.520004272461,177.119995117188,178.009994506836,180843100,145.415313720703
"2014-01-28",178.139999389648,179.300003051758,178.119995117188,179.070007324219,110463200,146.28125
"2014-01-29",177.580001831055,178.550003051758,176.880004882812,177.350006103516,216597300,144.876174926758
"2014-01-30",178.830001831055,179.809997558594,178.259994506836,179.229995727539,118938100,146.411911010742
"2014-01-31",177.009994506836,179.289993286133,176.919998168945,178.179992675781,194677900,145.55419921875
"2014-02-03",177.970001220703,178.369995117188,173.830001831055,174.169998168945,254837100,142.278411865234
"2014-02-04",174.949996948242,175.839996337891,174.110000610352,175.389999389648,165012400,143.275085449219
"2014-02-05",174.779998779297,175.559997558594,173.710006713867,175.169998168945,164230500,143.095336914062
"2014-02-06",175.580001831055,177.479995727539,175.220001220703,177.479995727539,132877600,144.982376098633
"2014-02-07",178.309997558594,179.869995117188,177.729995727539,179.679992675781,170787200,146.779586791992
"2014-02-10",179.699996948242,180.070007324219,179.210006713867,180.009994506836,92218800,147.049118041992
"2014-02-11",180.160003662109,182.440002441406,180.039993286133,181.979995727539,117814100,148.658401489258
"2014-02-12",182.25,182.830001831055,181.710006713867,182.070007324219,94717700,148.73193359375
"2014-02-13",180.839996337891,183.199996948242,180.830001831055,183.009994506836,100542200,149.499816894531
"2014-02-14",182.839996337891,184.360000610352,182.669998168945,184.020004272461,96498400,150.324844360352
"2014-02-18",184.179992675781,184.490005493164,183.649993896484,184.240005493164,80460900,150.504608154297
"2014-02-19",183.759994506836,184.949996948242,182.869995117188,183.020004272461,126524300,149.507965087891
"2014-02-20",183.270004272461,184.520004272461,182.600006103516,184.100006103516,104998100,150.390243530273
"2014-02-21",184.449996948242,184.889999389648,183.800003051758,183.889999389648,118116400,150.218643188477
"2014-02-24",184.279998779297,186.149993896484,184.199996948242,184.910003662109,114063900,151.051940917969
"2014-02-25",185.059997558594,185.589996337891,184.229995727539,184.839996337891,117085000,150.994735717773
"2014-02-26",185.110000610352,185.600006103516,184.330001831055,184.850006103516,98677200,151.002868652344
"2014-02-27",184.580001831055,185.869995117188,184.369995117188,185.820007324219,93880800,151.795303344727
"2014-02-28",185.789993286133,187.149993896484,185.050003051758,186.289993286133,150842000,152.179138183594
"2014-03-03",184.649993896484,185.449996948242,183.75,184.979995727539,167748500,151.109039306641
"2014-03-04",186.789993286133,187.979995727539,186.75,187.580001831055,167545900,153.232986450195
"2014-03-05",187.740005493164,188.070007324219,187.449996948242,187.75,88376900,153.371856689453
"2014-03-06",188.210006713867,188.610000610352,187.779998779297,188.179992675781,82516500,153.72314453125
"2014-03-07",188.960006713867,188.960006713867,187.429992675781,188.259994506836,114513500,153.788467407227
"2014-03-10",187.970001220703,188.229995727539,187.080001831055,188.160003662109,74939200,153.706817626953
"2014-03-11",188.440002441406,188.710006713867,186.800003051758,187.229995727539,99009100,152.94709777832
"2014-03-12",186.320007324219,187.350006103516,185.899993896484,187.279998779297,104824400,152.987884521484
"2014-03-13",187.839996337891,187.990005493164,184.660003662109,185.179992675781,155014300,151.2724609375
"2014-03-14",184.850006103516,185.800003051758,184.440002441406,184.660003662109,153919600,150.847671508789
"2014-03-17",185.589996337891,186.770004272461,185.509994506836,186.330001831055,98359500,152.2119140625
"2014-03-18",186.710006713867,187.910003662109,186.509994506836,187.660003662109,101804600,153.298370361328
"2014-03-19",187.679992675781,187.940002441406,185.470001220703,186.660003662109,176267300,152.481460571289
"2014-03-20",186.25,187.889999389648,185.919998168945,187.75,117241000,153.371856689453
"2014-03-21",187.710006713867,189.020004272461,186.029998779297,186.199996948242,163128000,152.777008056641
"2014-03-24",186.839996337891,187.070007324219,184.619995117188,185.429992675781,121411000,152.145233154297
"2014-03-25",186.369995117188,186.940002441406,185.270004272461,186.309997558594,103852000,152.867233276367
"2014-03-26",187.039993286133,187.339996337891,184.919998168945,184.970001220703,119843000,151.767807006836
"2014-03-27",184.75,185.339996337891,183.899993896484,184.580001831055,142383000,151.447799682617
"2014-03-28",185.110000610352,186.419998168945,185,185.490005493164,101642000,152.194458007812
"2014-03-31",186.669998168945,187.300003051758,185.520004272461,187.009994506836,99745000,153.441635131836
"2014-04-01",187.619995117188,188.360000610352,187,188.25,89193000,154.459030151367
"2014-04-02",188.490005493164,189.130004882812,188.139999389648,188.880004882812,78774000,154.975936889648
"2014-04-03",189.169998168945,189.220001220703,188.050003051758,188.630004882812,77435000,154.77082824707
"2014-04-04",189.660003662109,189.699996948242,186.100006103516,186.399993896484,169381000,152.941101074219
"2014-04-07",185.949996948242,186.259994506836,183.960006713867,184.339996337891,140803000,151.250885009766
"2014-04-08",184.259994506836,185.399993896484,183.589996337891,185.100006103516,112660000,151.874496459961
"2014-04-09",185.600006103516,187.149993896484,185.059997558594,187.089996337891,100254000,153.507263183594
"2014-04-10",187.080001831055,187.169998168945,182.929992675781,183.160003662109,172959000,150.282653808594
"2014-04-11",182.139999389648,183.419998168945,181.309997558594,181.509994506836,167251000,148.928894042969
"2014-04-14",182.929992675781,183.369995117188,181.440002441406,182.940002441406,132382000,150.102203369141
"2014-04-15",183.320007324219,184.330001831055,181.509994506836,184.199996948242,157093000,151.136032104492
"2014-04-16",185.470001220703,186.139999389648,184.649993896484,186.130004882812,105197000,152.719589233398
"2014-04-17",185.880004882812,186.910003662109,185.559997558594,186.389999389648,105255000,152.932907104492
"2014-04-21",186.440002441406,187.100006103516,186.210006713867,187.039993286133,68329000,153.466232299805
"2014-04-22",187.229995727539,188.399993896484,187.130004882812,187.889999389648,85790000,154.163696289062
"2014-04-23",187.820007324219,187.919998168945,187.300003051758,187.449996948242,73869000,153.802627563477
"2014-04-24",188.369995117188,188.389999389648,186.929992675781,187.830001831055,88170000,154.114395141602
"2014-04-25",187.220001220703,187.330001831055,185.869995117188,186.289993286133,100380000,152.850860595703
"2014-04-28",187.050003051758,187.690002441406,184.960006713867,186.880004882812,135121000,153.334991455078
"2014-04-29",187.479995727539,188.039993286133,187.080001831055,187.75,84098000,154.048797607422
"2014-04-30",187.440002441406,188.5,187.179992675781,188.309997558594,101508000,154.508270263672
"2014-05-01",188.220001220703,188.839996337891,187.729995727539,188.330001831055,93019000,154.524642944336
"2014-05-02",188.309997558594,189.139999389648,187.779998779297,188.059997558594,98122000,154.303161621094
"2014-05-05",187.139999389648,188.550003051758,186.619995117188,188.419998168945,75883000,154.598571777344
"2014-05-06",188,188.130004882812,186.740005493164,186.779998779297,85454000,153.252899169922
"2014-05-07",187.410003662109,187.970001220703,186.009994506836,187.880004882812,106500000,154.155487060547
"2014-05-08",187.710006713867,189.050003051758,187.080001831055,187.679992675781,93618000,153.991348266602
"2014-05-09",187.710006713867,188.039993286133,186.830001831055,187.960006713867,83679000,154.221084594727
